Type,Identifier,Text
WriteText,textCutsceneScript13_WriteText_0267_0,1)そうびしたい ぶきは<BR>  バックパックに<BR>  いれること。<BR>
WriteText,textCutsceneScript13_WriteText_028B_0,2)バックパックにある<BR>  そうびしたい ぶきを<BR>  えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_02AF_0,3)メニューにある『そうび』<BR>  を えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_02CD_0,いじょうが ぶきそうびの<BR>てじゅんや。<BR>
WriteText,textCutsceneScript13_WriteText_02E4_0,ほかになにか ききたいことは<BR>あるか?<BR>
OptionSelect,textCutsceneScript13_OptionSelect_02FB_0,わざセット についてきく
OptionSelect,textCutsceneScript13_OptionSelect_02FB_1,ない
WriteText,textCutsceneScript13_WriteText_0325_0,ありません。<BR>
WriteText,textCutsceneScript13_WriteText_0333_0,よっしゃ!<BR>ほな がんばってな<BR><NAME>はん。<BR>
WriteText,textCutsceneScript13_WriteText_034F_0,ぶきに わざをセットする<BR>ほうほうを くわしくおしえて<BR>いただけませんか?<BR>
WriteText,textCutsceneScript13_WriteText_037C_0,わざのセットについてやな。<BR>わざのセットは<BR>バックパックでやるんや。<BR>
WriteText,textCutsceneScript13_WriteText_03A2_0,1)バックパックにあるぶきで<BR>  わざをセットしたいぶきを<BR>  えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_03CB_0,2)メニューにある<BR>  『わざセット』を<BR>  えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_03ED_0,3)そして セットしたい<BR>  わざを えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_0409_0,いじょうが ぶきに<BR>わざをセットする<BR>てじゅんや。<BR>
WriteText,textCutsceneScript13_WriteText_0426_0,ほかになにか ききたいことは<BR>あるか?<BR>
OptionSelect,textCutsceneScript13_OptionSelect_043D_0,ぶきそうび についてきく
OptionSelect,textCutsceneScript13_OptionSelect_043D_1,ない
WriteText,textCutsceneScript13_WriteText_0464_0,おかえり <NAME>はん。<BR>ごくろうさんやったな。<BR>
WriteText,textCutsceneScript13_WriteText_0481_0,おつかれのところ スマンけど<BR>『かくのうこ』について<BR>せつめいを しとくわ。<BR>
WriteText,textCutsceneScript13_WriteText_04AD_0,『かくのうこ』では<BR>ぶきや アイテムを<BR>そうこに あずけたり <BR>
WriteText,textCutsceneScript13_WriteText_04D2_0,バックパックのせいりや<BR>こうぶのかいぞうが<BR>できるんや。<BR>
WriteText,textCutsceneScript13_WriteText_04F2_0,そうびのへんこう‥‥<BR>すなわち ぶきのもちかえや<BR>ぶきにわざをセットするのも<BR>
WriteText,textCutsceneScript13_WriteText_051C_0,『かくのうこ』で やるんや。<BR>まあ ぶきのもちかえや<BR>ぶきにわざをセット するのは<BR>
WriteText,textCutsceneScript13_WriteText_054B_0,しゅつげきちゅうでも<BR>できるんやけどな。<BR>わかったか?<BR>
OptionSelect,textCutsceneScript13_OptionSelect_056A_0,くわしい せつめいをきく
OptionSelect,textCutsceneScript13_OptionSelect_056A_1,わかりました
WriteText,textCutsceneScript13_WriteText_0598_0,はい わかりました!<BR>
WriteText,textCutsceneScript13_WriteText_05AA_0,よっしゃ!<BR>ほな がんばってな<BR><NAME>はん。<BR>
WriteText,textCutsceneScript13_WriteText_05C6_0,もっと くわしいせつめいを<BR>ききたいわ。<BR>
OptionSelect,textCutsceneScript13_OptionSelect_05DE_0,ぶきそうび についてきく
OptionSelect,textCutsceneScript13_OptionSelect_05DE_1,わざセット についてきく
OptionSelect,textCutsceneScript13_OptionSelect_05DE_2,きくのを やめる
WriteText,textCutsceneScript13_WriteText_0625_0,‥‥きかなくても<BR>だいじょうぶな<BR>きがするわ‥‥<BR>
WriteText,textCutsceneScript13_WriteText_0645_0,ん? どないしたんや<BR><NAME>はん。<BR>
WriteText,textCutsceneScript13_WriteText_065C_0,まあ ええわ。<BR>ほな がんばってな<BR><NAME>はん。<BR>
WriteText,textCutsceneScript13_WriteText_067A_0,ぶきのそうびについて<BR>もっとくわしくおしえて<BR>いただけませんか?<BR>
WriteText,textCutsceneScript13_WriteText_06A2_0,よっしゃ ぶきのそうびに<BR>ついてやな。<BR>ほな じゅんばんに いうで。<BR>
WriteText,textCutsceneScript13_WriteText_06C8_0,1)そうびしたい ぶきは<BR>  バックパックに<BR>  いれること。<BR>
WriteText,textCutsceneScript13_WriteText_06EC_0,2)バックパックにある<BR>  そうびしたい ぶきを<BR>  えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_0710_0,3)メニューにある『そうび』<BR>  を えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_072E_0,いじょうが ぶきそうびの<BR>てじゅんや。<BR>
WriteText,textCutsceneScript13_WriteText_0745_0,ほかになにか ききたいことは<BR>あるか?<BR>
OptionSelect,textCutsceneScript13_OptionSelect_075C_0,わざセット についてきく
OptionSelect,textCutsceneScript13_OptionSelect_075C_1,ない
WriteText,textCutsceneScript13_WriteText_0786_0,ありません。<BR>
WriteText,textCutsceneScript13_WriteText_0794_0,よっしゃ!<BR>ほな がんばってな<BR><NAME>はん。<BR>
WriteText,textCutsceneScript13_WriteText_07B0_0,ぶきに わざをセットする<BR>ほうほうを くわしくおしえて<BR>いただけませんか?<BR>
WriteText,textCutsceneScript13_WriteText_07DD_0,わざのセットについてやな。<BR>わざのセットは<BR>バックパックでやるんや。<BR>
WriteText,textCutsceneScript13_WriteText_0803_0,1)バックパックにあるぶきで<BR>  わざをセットしたいぶきを<BR>  えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_082C_0,2)メニューにある<BR>  『わざセット』を<BR>  えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_084E_0,3)そして セットしたい<BR>  わざを えらぶ。<BR>
WriteText,textCutsceneScript13_WriteText_086A_0,いじょうが ぶきに<BR>わざをセットする<BR>てじゅんや。<BR>
WriteText,textCutsceneScript13_WriteText_0887_0,ほかになにか ききたいことは<BR>あるか?<BR>
OptionSelect,textCutsceneScript13_OptionSelect_089E_0,ぶきそうび についてきく
OptionSelect,textCutsceneScript13_OptionSelect_089E_1,ない
